"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"DOWN.GSE7509_FCGRIIB_VS_TNFA_IL1B_IL6_PGE_STIM_DC_DN","GSE7509_FCGRIIB_VS_TNFA_IL1B_IL6_PGE_STIM_DC_DN","GSE7509_FCGRIIB_VS_TNFA_IL1B_IL6_PGE_STIM_DC_DN","2/9","154/21525",0.012987012987013,31.0606060606061,7.65680609869531,0.0017714370596066,0.0819078538578528,0.0814288605604385,"ENSG00000158578/ENSG00000229807",2
"DOWN.GSE5099_CLASSICAL_M1_VS_ALTERNATIVE_M2_MACROPHAGE_UP","GSE5099_CLASSICAL_M1_VS_ALTERNATIVE_M2_MACROPHAGE_UP","GSE5099_CLASSICAL_M1_VS_ALTERNATIVE_M2_MACROPHAGE_UP","2/9","195/21525",0.0102564102564103,24.5299145299145,6.75062846293396,0.00281892671448649,0.0819078538578528,0.0814288605604385,"ENSG00000270641/ENSG00000229807",2
"DOWN.GSE22886_NEUTROPHIL_VS_MONOCYTE_UP","GSE22886_NEUTROPHIL_VS_MONOCYTE_UP","GSE22886_NEUTROPHIL_VS_MONOCYTE_UP","2/9","198/21525",0.0101010101010101,24.1582491582492,6.69538278666165,0.00290466417525813,0.0819078538578528,0.0814288605604385,"ENSG00000186871/ENSG00000173809",2
"DOWN.GSE39820_CTRL_VS_IL1B_IL6_CD4_TCELL_UP","GSE39820_CTRL_VS_IL1B_IL6_CD4_TCELL_UP","GSE39820_CTRL_VS_IL1B_IL6_CD4_TCELL_UP","2/9","199/21525",0.0100502512562814,24.036850921273,6.67723907557211,0.00293351603567019,0.0819078538578528,0.0814288605604385,"ENSG00000186871/ENSG00000229807",2
"DOWN.GSE21670_STAT3_KO_VS_WT_CD4_TCELL_TGFB_TREATED_DN","GSE21670_STAT3_KO_VS_WT_CD4_TCELL_TGFB_TREATED_DN","GSE21670_STAT3_KO_VS_WT_CD4_TCELL_TGFB_TREATED_DN","2/9","200/21525",0.01,23.9166666666667,6.65922830187103,0.00296250409444724,0.0819078538578528,0.0814288605604385,"ENSG00000186871/ENSG00000067842",2
"DOWN.GSE360_L_DONOVANI_VS_L_MAJOR_DC_UP","GSE360_L_DONOVANI_VS_L_MAJOR_DC_UP","GSE360_L_DONOVANI_VS_L_MAJOR_DC_UP","2/9","200/21525",0.01,23.9166666666667,6.65922830187103,0.00296250409444724,0.0819078538578528,0.0814288605604385,"ENSG00000158578/ENSG00000067842",2
"DOWN.GSE7852_THYMUS_VS_FAT_TCONV_DN","GSE7852_THYMUS_VS_FAT_TCONV_DN","GSE7852_THYMUS_VS_FAT_TCONV_DN","2/9","200/21525",0.01,23.9166666666667,6.65922830187103,0.00296250409444724,0.0819078538578528,0.0814288605604385,"ENSG00000158578/ENSG00000067842",2
"DOWN.GSE9239_CTRL_VS_TNF_INHIBITOR_TREATED_DC_DN","GSE9239_CTRL_VS_TNF_INHIBITOR_TREATED_DC_DN","GSE9239_CTRL_VS_TNF_INHIBITOR_TREATED_DC_DN","2/9","200/21525",0.01,23.9166666666667,6.65922830187103,0.00296250409444724,0.0819078538578528,0.0814288605604385,"ENSG00000186871/ENSG00000229807",2
"DOWN.GSE3994_WT_VS_PAC1_KO_ACTIVATED_MAST_CELL_UP","GSE3994_WT_VS_PAC1_KO_ACTIVATED_MAST_CELL_UP","GSE3994_WT_VS_PAC1_KO_ACTIVATED_MAST_CELL_UP","2/9","201/21525",0.00995024875621891,23.7976782752902,6.64134881785726,0.0029916282586214,0.0819078538578528,0.0814288605604385,"ENSG00000184368/ENSG00000067842",2
"DOWN.QIU_PBMC_HEPTATITIS_B_SURFACE_ANTIGEN_AGE_UNDER50_NON_RESPONDERS_VS_RESPONDERS_28DY_DN","QIU_PBMC_HEPTATITIS_B_SURFACE_ANTIGEN_AGE_UNDER50_NON_RESPONDERS_VS_RESPONDERS_28DY_DN","QIU_PBMC_HEPTATITIS_B_SURFACE_ANTIGEN_AGE_UNDER50_NON_RESPONDERS_VS_RESPONDERS_28DY_DN","1/9","11/21525",0.0909090909090909,217.424242424242,14.6839752902663,0.0045907641689773,0.0819078538578528,0.0814288605604385,"ENSG00000158578",1
"DOWN.HOEK_PBMC_INACTIVATED_INFLUENZA_ADULT_3DY_UP","HOEK_PBMC_INACTIVATED_INFLUENZA_ADULT_3DY_UP","HOEK_PBMC_INACTIVATED_INFLUENZA_ADULT_3DY_UP","1/9","16/21525",0.0625,149.479166666667,12.151149986495,0.00667127509024623,0.0819078538578528,0.0814288605604385,"ENSG00000158578",1
"DOWN.QI_PBMC_ZOSTAVAX_AGE_50_75YO_CORRELATED_WITH_28D_PEAK_T_CELL_RESPONSE_14DY_NEGATIVE","QI_PBMC_ZOSTAVAX_AGE_50_75YO_CORRELATED_WITH_28D_PEAK_T_CELL_RESPONSE_14DY_NEGATIVE","QI_PBMC_ZOSTAVAX_AGE_50_75YO_CORRELATED_WITH_28D_PEAK_T_CELL_RESPONSE_14DY_NEGATIVE","1/9","37/21525",0.027027027027027,64.6396396396396,7.92378265837363,0.0153672750103351,0.0819078538578528,0.0814288605604385,"ENSG00000186871",1
"DOWN.HOEK_PBMC_INACTIVATED_INFLUENZA_ADULT_7DY_UP","HOEK_PBMC_INACTIVATED_INFLUENZA_ADULT_7DY_UP","HOEK_PBMC_INACTIVATED_INFLUENZA_ADULT_7DY_UP","1/9","50/21525",0.02,47.8333333333333,6.7807145799382,0.0207165390274534,0.0819078538578528,0.0814288605604385,"ENSG00000158578",1
"DOWN.GSE5589_WT_VS_IL6_KO_LPS_AND_IL10_STIM_MACROPHAGE_180MIN_UP","GSE5589_WT_VS_IL6_KO_LPS_AND_IL10_STIM_MACROPHAGE_180MIN_UP","GSE5589_WT_VS_IL6_KO_LPS_AND_IL10_STIM_MACROPHAGE_180MIN_UP","1/9","102/21525",0.00980392156862745,23.4477124183007,4.64765636989551,0.0418562085894643,0.0819078538578528,0.0814288605604385,"ENSG00000186871",1
"DOWN.GSE7509_UNSTIM_VS_TNFA_IL1B_IL6_PGE_STIM_DC_DN","GSE7509_UNSTIM_VS_TNFA_IL1B_IL6_PGE_STIM_DC_DN","GSE7509_UNSTIM_VS_TNFA_IL1B_IL6_PGE_STIM_DC_DN","1/9","108/21525",0.00925925925925926,22.1450617283951,4.50550520056936,0.0442691050333848,0.0819078538578528,0.0814288605604385,"ENSG00000158578",1
"DOWN.PATEL_SKIN_OF_BODY_ZOSTAVAX_AGE_70_93YO_VZV_CHALLENGE_3DY_UP","PATEL_SKIN_OF_BODY_ZOSTAVAX_AGE_70_93YO_VZV_CHALLENGE_3DY_UP","PATEL_SKIN_OF_BODY_ZOSTAVAX_AGE_70_93YO_VZV_CHALLENGE_3DY_UP","1/9","110/21525",0.00909090909090909,21.7424242424242,4.4606566378377,0.0450722027113295,0.0819078538578528,0.0814288605604385,"ENSG00000173809",1
"DOWN.GSE40274_EOS_VS_FOXP3_AND_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_DN","GSE40274_EOS_VS_FOXP3_AND_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_DN","GSE40274_EOS_VS_FOXP3_AND_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_DN","1/9","121/21525",0.00826446280991736,19.7658402203857,4.23365248823653,0.0494785269831338,0.0819078538578528,0.0814288605604385,"ENSG00000229807",1
"DOWN.GSE37605_TREG_VS_TCONV_C57BL6_FOXP3_IRES_GFP_UP","GSE37605_TREG_VS_TCONV_C57BL6_FOXP3_IRES_GFP_UP","GSE37605_TREG_VS_TCONV_C57BL6_FOXP3_IRES_GFP_UP","1/9","126/21525",0.00793650793650794,18.9814814814815,4.14014910134324,0.0514754201369139,0.0819078538578528,0.0814288605604385,"ENSG00000067842",1
"DOWN.GSE13522_WT_VS_IFNG_KO_SKING_T_CRUZI_Y_STRAIN_INF_UP","GSE13522_WT_VS_IFNG_KO_SKING_T_CRUZI_Y_STRAIN_INF_UP","GSE13522_WT_VS_IFNG_KO_SKING_T_CRUZI_Y_STRAIN_INF_UP","1/9","129/21525",0.00775193798449612,18.5400516795866,4.08659319770716,0.0526717652891467,0.0819078538578528,0.0814288605604385,"ENSG00000173809",1
"DOWN.GSE25677_MPL_VS_MPL_AND_R848_STIM_BCELL_DN","GSE25677_MPL_VS_MPL_AND_R848_STIM_BCELL_DN","GSE25677_MPL_VS_MPL_AND_R848_STIM_BCELL_DN","1/9","133/21525",0.0075187969924812,17.9824561403509,4.01793221596953,0.0542648056946964,0.0819078538578528,0.0814288605604385,"ENSG00000186871",1
"DOWN.GSE40274_FOXP3_VS_FOXP3_AND_SATB1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP","GSE40274_FOXP3_VS_FOXP3_AND_SATB1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP","GSE40274_FOXP3_VS_FOXP3_AND_SATB1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP","1/9","136/21525",0.00735294117647059,17.5857843137255,3.96837043987926,0.0554580228568746,0.0819078538578528,0.0814288605604385,"ENSG00000229807",1
"DOWN.GSE6674_UNSTIM_VS_ANTI_IGM_STIM_BCELL_DN","GSE6674_UNSTIM_VS_ANTI_IGM_STIM_BCELL_DN","GSE6674_UNSTIM_VS_ANTI_IGM_STIM_BCELL_DN","1/9","136/21525",0.00735294117647059,17.5857843137255,3.96837043987926,0.0554580228568746,0.0819078538578528,0.0814288605604385,"ENSG00000067842",1
"DOWN.GSE9946_MATURE_STIMULATORY_VS_PROSTAGLANDINE2_TREATED_MATURE_DC_DN","GSE9946_MATURE_STIMULATORY_VS_PROSTAGLANDINE2_TREATED_MATURE_DC_DN","GSE9946_MATURE_STIMULATORY_VS_PROSTAGLANDINE2_TREATED_MATURE_DC_DN","1/9","137/21525",0.0072992700729927,17.4574209245742,3.95220034299415,0.0558554644293783,0.0819078538578528,0.0814288605604385,"ENSG00000173809",1
"DOWN.GSE5589_WT_VS_IL6_KO_LPS_STIM_MACROPHAGE_180MIN_UP","GSE5589_WT_VS_IL6_KO_LPS_STIM_MACROPHAGE_180MIN_UP","GSE5589_WT_VS_IL6_KO_LPS_STIM_MACROPHAGE_180MIN_UP","1/9","138/21525",0.0072463768115942,17.3309178743961,3.93620022562336,0.0562527573422335,0.0819078538578528,0.0814288605604385,"ENSG00000186871",1
"DOWN.GSE11884_WT_VS_FURIN_KO_NAIVE_CD4_TCELL_UP","GSE11884_WT_VS_FURIN_KO_NAIVE_CD4_TCELL_UP","GSE11884_WT_VS_FURIN_KO_NAIVE_CD4_TCELL_UP","1/9","140/21525",0.00714285714285714,17.0833333333333,3.90469783918104,0.0570468973836071,0.0819078538578528,0.0814288605604385,"ENSG00000173809",1
"DOWN.GSE25677_R848_VS_MPL_AND_R848_STIM_BCELL_UP","GSE25677_R848_VS_MPL_AND_R848_STIM_BCELL_UP","GSE25677_R848_VS_MPL_AND_R848_STIM_BCELL_UP","1/9","143/21525",0.00699300699300699,16.7249417249417,3.8586454851604,0.058236993714268,0.0819078538578528,0.0814288605604385,"ENSG00000173809",1
"DOWN.GSE12507_PDC_CELL_LINE_VS_IMMATUE_T_CELL_LINE_DN","GSE12507_PDC_CELL_LINE_VS_IMMATUE_T_CELL_LINE_DN","GSE12507_PDC_CELL_LINE_VS_IMMATUE_T_CELL_LINE_DN","1/9","144/21525",0.00694444444444444,16.6087962962963,3.84360394756643,0.0586333956905362,0.0819078538578528,0.0814288605604385,"ENSG00000067842",1
"DOWN.GSE40274_CTRL_VS_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP","GSE40274_CTRL_VS_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP","GSE40274_CTRL_VS_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP","1/9","148/21525",0.00675675675675676,16.1599099099099,3.78491454137138,0.0602175208877517,0.0819078538578528,0.0814288605604385,"ENSG00000229807",1
"DOWN.GSE7568_IL4_VS_IL4_AND_DEXAMETHASONE_TREATED_MACROPHAGE_DN","GSE7568_IL4_VS_IL4_AND_DEXAMETHASONE_TREATED_MACROPHAGE_DN","GSE7568_IL4_VS_IL4_AND_DEXAMETHASONE_TREATED_MACROPHAGE_DN","1/9","151/21525",0.00662251655629139,15.8388520971302,3.74237976151284,0.0614040593013583,0.0819078538578528,0.0814288605604385,"ENSG00000158578",1
"DOWN.GSE2770_UNTREATED_VS_TGFB_AND_IL4_TREATED_ACT_CD4_TCELL_48H_UP","GSE2770_UNTREATED_VS_TGFB_AND_IL4_TREATED_ACT_CD4_TCELL_48H_UP","GSE2770_UNTREATED_VS_TGFB_AND_IL4_TREATED_ACT_CD4_TCELL_48H_UP","1/9","154/21525",0.00649350649350649,15.530303030303,3.70104689952057,0.0625892658975946,0.0819078538578528,0.0814288605604385,"ENSG00000229807",1
"DOWN.GSE11386_NAIVE_VS_MEMORY_BCELL_DN","GSE11386_NAIVE_VS_MEMORY_BCELL_DN","GSE11386_NAIVE_VS_MEMORY_BCELL_DN","1/9","158/21525",0.00632911392405063,15.1371308016878,3.64770764452185,0.0641674719042733,0.0819078538578528,0.0814288605604385,"ENSG00000158578",1
"DOWN.GSE37605_NOD_VS_C57BL6_IRES_GFP_TREG_UP","GSE37605_NOD_VS_C57BL6_IRES_GFP_TREG_UP","GSE37605_NOD_VS_C57BL6_IRES_GFP_TREG_UP","1/9","160/21525",0.00625,14.9479166666667,3.62176164625479,0.0649556888696827,0.0819078538578528,0.0814288605604385,"ENSG00000229807",1
"DOWN.GSE40274_CTRL_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_DN","GSE40274_CTRL_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_DN","GSE40274_CTRL_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_DN","1/9","164/21525",0.00609756097560976,14.5833333333333,3.57124356609671,0.0665303526591914,0.0819078538578528,0.0814288605604385,"ENSG00000158578",1
"DOWN.GSE7509_UNSTIM_VS_FCGRIIB_STIM_MONOCYTE_DN","GSE7509_UNSTIM_VS_FCGRIIB_STIM_MONOCYTE_DN","GSE7509_UNSTIM_VS_FCGRIIB_STIM_MONOCYTE_DN","1/9","166/21525",0.00602409638554217,14.4076305220884,3.54664400457787,0.0673168002564593,0.0819078538578528,0.0814288605604385,"ENSG00000229807",1
"DOWN.GSE3920_IFNA_VS_IFNB_TREATED_ENDOTHELIAL_CELL_DN","GSE3920_IFNA_VS_IFNB_TREATED_ENDOTHELIAL_CELL_DN","GSE3920_IFNA_VS_IFNB_TREATED_ENDOTHELIAL_CELL_DN","1/9","167/21525",0.00598802395209581,14.3213572854291,3.53450336561052,0.0677098031497451,0.0819078538578528,0.0814288605604385,"ENSG00000158578",1
"DOWN.GSE7568_IL4_VS_IL4_AND_TGFB_TREATED_MACROPHAGE_24H_UP","GSE7568_IL4_VS_IL4_AND_TGFB_TREATED_MACROPHAGE_24H_UP","GSE7568_IL4_VS_IL4_AND_TGFB_TREATED_MACROPHAGE_24H_UP","1/9","167/21525",0.00598802395209581,14.3213572854291,3.53450336561052,0.0677098031497451,0.0819078538578528,0.0814288605604385,"ENSG00000229807",1
"DOWN.GSE37532_TREG_VS_TCONV_CD4_TCELL_FROM_VISCERAL_ADIPOSE_TISSUE_DN","GSE37532_TREG_VS_TCONV_CD4_TCELL_FROM_VISCERAL_ADIPOSE_TISSUE_DN","GSE37532_TREG_VS_TCONV_CD4_TCELL_FROM_VISCERAL_ADIPOSE_TISSUE_DN","1/9","169/21525",0.00591715976331361,14.1518737672584,3.51053256962938,0.0684953673669306,0.0819078538578528,0.0814288605604385,"ENSG00000229807",1
"DOWN.GSE40274_CTRL_VS_FOXP3_AND_LEF1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN","GSE40274_CTRL_VS_FOXP3_AND_LEF1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN","GSE40274_CTRL_VS_FOXP3_AND_LEF1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN","1/9","170/21525",0.00588235294117647,14.0686274509804,3.49869938818491,0.068887928787313,0.0819078538578528,0.0814288605604385,"ENSG00000158578",1
"DOWN.GSE37605_FOXP3_FUSION_GFP_VS_IRES_GFP_TREG_NOD_DN","GSE37605_FOXP3_FUSION_GFP_VS_IRES_GFP_TREG_NOD_DN","GSE37605_FOXP3_FUSION_GFP_VS_IRES_GFP_TREG_NOD_DN","1/9","172/21525",0.00581395348837209,13.9050387596899,3.47533012779238,0.0696726104927656,0.0819078538578528,0.0814288605604385,"ENSG00000182013",1
"DOWN.GSE14415_INDUCED_TREG_VS_FOXP3_KO_INDUCED_TREG_IL2_CULTURE_UP","GSE14415_INDUCED_TREG_VS_FOXP3_KO_INDUCED_TREG_IL2_CULTURE_UP","GSE14415_INDUCED_TREG_VS_FOXP3_KO_INDUCED_TREG_IL2_CULTURE_UP","1/9","175/21525",0.00571428571428571,13.6666666666667,3.44099788086941,0.0708485309355751,0.0819078538578528,0.0814288605604385,"ENSG00000186871",1
"DOWN.GSE13522_WT_VS_IFNAR_KO_SKIN_DN","GSE13522_WT_VS_IFNAR_KO_SKIN_DN","GSE13522_WT_VS_IFNAR_KO_SKIN_DN","1/9","178/21525",0.00561797752808989,13.436329588015,3.40749932065926,0.0720231299958701,0.0819078538578528,0.0814288605604385,"ENSG00000229807",1
"DOWN.GSE14415_ACT_TCONV_VS_ACT_NATURAL_TREG_DN","GSE14415_ACT_TCONV_VS_ACT_NATURAL_TREG_DN","GSE14415_ACT_TCONV_VS_ACT_NATURAL_TREG_DN","1/9","178/21525",0.00561797752808989,13.436329588015,3.40749932065926,0.0720231299958701,0.0819078538578528,0.0814288605604385,"ENSG00000186871",1
"DOWN.GSE14415_INDUCED_TREG_VS_FAILED_INDUCED_TREG_DN","GSE14415_INDUCED_TREG_VS_FAILED_INDUCED_TREG_DN","GSE14415_INDUCED_TREG_VS_FAILED_INDUCED_TREG_DN","1/9","178/21525",0.00561797752808989,13.436329588015,3.40749932065926,0.0720231299958701,0.0819078538578528,0.0814288605604385,"ENSG00000186871",1
"DOWN.GSE37301_PRO_BCELL_VS_RAG2_KO_NK_CELL_DN","GSE37301_PRO_BCELL_VS_RAG2_KO_NK_CELL_DN","GSE37301_PRO_BCELL_VS_RAG2_KO_NK_CELL_DN","1/9","179/21525",0.00558659217877095,13.3612662942272,3.39651239582604,0.0724143696000316,0.0819078538578528,0.0814288605604385,"ENSG00000186871",1
"DOWN.GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_1H_UP","GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_1H_UP","GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_1H_UP","1/9","183/21525",0.00546448087431694,13.0692167577413,3.35342851387148,0.0739778622195566,0.0819078538578528,0.0814288605604385,"ENSG00000173809",1
"DOWN.GSE19941_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_UP","GSE19941_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_UP","GSE19941_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_UP","1/9","183/21525",0.00546448087431694,13.0692167577413,3.35342851387148,0.0739778622195566,0.0819078538578528,0.0814288605604385,"ENSG00000186871",1
"DOWN.GSE40666_STAT1_KO_VS_STAT4_KO_CD8_TCELL_DN","GSE40666_STAT1_KO_VS_STAT4_KO_CD8_TCELL_DN","GSE40666_STAT1_KO_VS_STAT4_KO_CD8_TCELL_DN","1/9","184/21525",0.00543478260869565,12.9981884057971,3.34286766593142,0.0743683691654859,0.0819078538578528,0.0814288605604385,"ENSG00000067842",1
"DOWN.GSE10463_CD40L_AND_VA347_VS_CD40L_IN_DC_DN","GSE10463_CD40L_AND_VA347_VS_CD40L_IN_DC_DN","GSE10463_CD40L_AND_VA347_VS_CD40L_IN_DC_DN","1/9","185/21525",0.00540540540540541,12.9279279279279,3.33238861138747,0.0747587297239187,0.0819078538578528,0.0814288605604385,"ENSG00000102055",1
"DOWN.GSE1740_UNSTIM_VS_IFNA_STIMULATED_MCSF_DERIVED_MACROPHAGE_UP","GSE1740_UNSTIM_VS_IFNA_STIMULATED_MCSF_DERIVED_MACROPHAGE_UP","GSE1740_UNSTIM_VS_IFNA_STIMULATED_MCSF_DERIVED_MACROPHAGE_UP","1/9","186/21525",0.00537634408602151,12.8584229390681,3.32199025948384,0.0751489439428727,0.0819078538578528,0.0814288605604385,"ENSG00000182013",1
"DOWN.GSE21927_GMCSF_IL6_VS_GMCSF_GCSF_TREATED_BONE_MARROW_UP","GSE21927_GMCSF_IL6_VS_GMCSF_GCSF_TREATED_BONE_MARROW_UP","GSE21927_GMCSF_IL6_VS_GMCSF_GCSF_TREATED_BONE_MARROW_UP","1/9","187/21525",0.0053475935828877,12.7896613190731,3.31167153982471,0.0755390118703535,0.0819078538578528,0.0814288605604385,"ENSG00000182013",1
"DOWN.GSE7509_UNSTIM_VS_TNFA_IL1B_IL6_PGE_STIM_DC_UP","GSE7509_UNSTIM_VS_TNFA_IL1B_IL6_PGE_STIM_DC_UP","GSE7509_UNSTIM_VS_TNFA_IL1B_IL6_PGE_STIM_DC_UP","1/9","188/21525",0.00531914893617021,12.7216312056738,3.30143140188737,0.0759289335543528,0.0819078538578528,0.0814288605604385,"ENSG00000186871",1
"DOWN.GSE13485_CTRL_VS_DAY21_YF17D_VACCINE_PBMC_DN","GSE13485_CTRL_VS_DAY21_YF17D_VACCINE_PBMC_DN","GSE13485_CTRL_VS_DAY21_YF17D_VACCINE_PBMC_DN","1/9","189/21525",0.00529100529100529,12.6543209876543,3.29126881454948,0.0763187090428474,0.0819078538578528,0.0814288605604385,"ENSG00000102055",1
"DOWN.GSE19198_1H_VS_6H_IL21_TREATED_TCELL_UP","GSE19198_1H_VS_6H_IL21_TREATED_TCELL_UP","GSE19198_1H_VS_6H_IL21_TREATED_TCELL_UP","1/9","189/21525",0.00529100529100529,12.6543209876543,3.29126881454948,0.0763187090428474,0.0819078538578528,0.0814288605604385,"ENSG00000158578",1
"DOWN.GSE21927_SPLEEN_VS_C26GM_TUMOR_MONOCYTE_BALBC_UP","GSE21927_SPLEEN_VS_C26GM_TUMOR_MONOCYTE_BALBC_UP","GSE21927_SPLEEN_VS_C26GM_TUMOR_MONOCYTE_BALBC_UP","1/9","189/21525",0.00529100529100529,12.6543209876543,3.29126881454948,0.0763187090428474,0.0819078538578528,0.0814288605604385,"ENSG00000229807",1
"DOWN.GSE13485_DAY3_VS_DAY21_YF17D_VACCINE_PBMC_DN","GSE13485_DAY3_VS_DAY21_YF17D_VACCINE_PBMC_DN","GSE13485_DAY3_VS_DAY21_YF17D_VACCINE_PBMC_DN","1/9","190/21525",0.00526315789473684,12.5877192982456,3.28118276563008,0.0767083383838022,0.0819078538578528,0.0814288605604385,"ENSG00000102055",1
"DOWN.GSE34156_NOD2_LIGAND_VS_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_UP","GSE34156_NOD2_LIGAND_VS_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_UP","GSE34156_NOD2_LIGAND_VS_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_UP","1/9","190/21525",0.00526315789473684,12.5877192982456,3.28118276563008,0.0767083383838022,0.0819078538578528,0.0814288605604385,"ENSG00000186871",1
"DOWN.GSE17974_0H_VS_24H_IN_VITRO_ACT_CD4_TCELL_UP","GSE17974_0H_VS_24H_IN_VITRO_ACT_CD4_TCELL_UP","GSE17974_0H_VS_24H_IN_VITRO_ACT_CD4_TCELL_UP","1/9","192/21525",0.00520833333333333,12.4565972222222,3.2612363263673,0.077487158814883,0.0819078538578528,0.0814288605604385,"ENSG00000270641",1
"DOWN.GSE17974_0H_VS_48H_IN_VITRO_ACT_CD4_TCELL_UP","GSE17974_0H_VS_48H_IN_VITRO_ACT_CD4_TCELL_UP","GSE17974_0H_VS_48H_IN_VITRO_ACT_CD4_TCELL_UP","1/9","192/21525",0.00520833333333333,12.4565972222222,3.2612363263673,0.077487158814883,0.0819078538578528,0.0814288605604385,"ENSG00000270641",1
"DOWN.GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_1H_DN","GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_1H_DN","GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_1H_DN","1/9","193/21525",0.00518134715025907,12.3920552677029,3.25137400241969,0.07787635000087,0.0819078538578528,0.0814288605604385,"ENSG00000270641",1
"DOWN.GSE41867_DAY6_VS_DAY15_LCMV_CLONE13_EFFECTOR_CD8_TCELL_DN","GSE41867_DAY6_VS_DAY15_LCMV_CLONE13_EFFECTOR_CD8_TCELL_DN","GSE41867_DAY6_VS_DAY15_LCMV_CLONE13_EFFECTOR_CD8_TCELL_DN","1/9","193/21525",0.00518134715025907,12.3920552677029,3.25137400241969,0.07787635000087,0.0819078538578528,0.0814288605604385,"ENSG00000184368",1
"DOWN.GSE41867_NAIVE_VS_DAY30_LCMV_CLONE13_EXHAUSTED_CD8_TCELL_UP","GSE41867_NAIVE_VS_DAY30_LCMV_CLONE13_EXHAUSTED_CD8_TCELL_UP","GSE41867_NAIVE_VS_DAY30_LCMV_CLONE13_EXHAUSTED_CD8_TCELL_UP","1/9","193/21525",0.00518134715025907,12.3920552677029,3.25137400241969,0.07787635000087,0.0819078538578528,0.0814288605604385,"ENSG00000270641",1
"DOWN.GSE15659_TREG_VS_TCONV_UP","GSE15659_TREG_VS_TCONV_UP","GSE15659_TREG_VS_TCONV_UP","1/9","194/21525",0.00515463917525773,12.3281786941581,3.24158434885256,0.0782653952310405,0.0819078538578528,0.0814288605604385,"ENSG00000229807",1
"DOWN.GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_0.5H_CD4_TCELL_UP","GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_0.5H_CD4_TCELL_UP","GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_0.5H_CD4_TCELL_UP","1/9","194/21525",0.00515463917525773,12.3281786941581,3.24158434885256,0.0782653952310405,0.0819078538578528,0.0814288605604385,"ENSG00000182013",1
"DOWN.GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_1H_CD4_TCELL_UP","GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_1H_CD4_TCELL_UP","GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_1H_CD4_TCELL_UP","1/9","194/21525",0.00515463917525773,12.3281786941581,3.24158434885256,0.0782653952310405,0.0819078538578528,0.0814288605604385,"ENSG00000270641",1
"DOWN.GSE19888_ADENOSINE_A3R_ACT_VS_TCELL_MEMBRANES_ACT_AND_A3R_INH_PRETREAT_IN_MAST_CELL_UP","GSE19888_ADENOSINE_A3R_ACT_VS_TCELL_MEMBRANES_ACT_AND_A3R_INH_PRETREAT_IN_MAST_CELL_UP","GSE19888_ADENOSINE_A3R_ACT_VS_TCELL_MEMBRANES_ACT_AND_A3R_INH_PRETREAT_IN_MAST_CELL_UP","1/9","194/21525",0.00515463917525773,12.3281786941581,3.24158434885256,0.0782653952310405,0.0819078538578528,0.0814288605604385,"ENSG00000186871",1
"DOWN.GSE45365_WT_VS_IFNAR_KO_CD8A_DC_MCMV_INFECTION_DN","GSE45365_WT_VS_IFNAR_KO_CD8A_DC_MCMV_INFECTION_DN","GSE45365_WT_VS_IFNAR_KO_CD8A_DC_MCMV_INFECTION_DN","1/9","194/21525",0.00515463917525773,12.3281786941581,3.24158434885256,0.0782653952310405,0.0819078538578528,0.0814288605604385,"ENSG00000102055",1
